암호화 YKIHO 코드,요양기관명,검색코드,검색코드명
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQ3IyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,몸사랑치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,무성비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDQjJDgz,무주군보건의료원,03,응급의료병원
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDQjJDgz,무주군보건의료원,09,보훈위탁병원
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,무지개연합의원,99,소아야간진료(20시 이후)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,무지개연합의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,무지개홈닥터의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ2MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,무척조은병원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM1MSMkMSMkNCMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDAjJDgz,문막애치과의원,17,측두하악관절 자극요법
JDQ4MTAxMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,문명희치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz,문산우리들치과의원,17,측두하악관절 자극요법
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5MiQyNjE4MzIjNjEjJDEjJDgjJDgz,문산제일안과의원,22,망막수술
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,문산중앙병원,71,정맥류수술
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,문성병원,36,신경과
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,문안과의원,22,망막수술
JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEyMjIjNTEjJDEjJDIjJDgz,문앤송소아청소년과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE4MzIjNzEjJDEjJDgjJDgz,문의원,09,보훈위탁병원
JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQxIyQzIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,문장치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQ4OSQzNjE4MzIjNjEjJDEjJDQjJDgz,문정치과의원,17,측두하악관절 자극요법
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjEwMDIjNjEjJDEjJDAjJDgz,문중돈내과의원,13,혈액투석
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQxMyQyNjE4MzIjNTEjJDEjJDYjJDgz,문진석치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM2MSMkMSMkMiMkNjIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,문치과병원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNjIkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjE4MzIjNjEjJDEjJDgjJDgz,문치과병원,17,측두하악관절 자극요법
JDQ4MTYyMiM2MSMkMSMkMiMkNjIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,문치과병원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQyIyQzIyQwMCQzNjEyMjIjODEjJDEjJDIjJDgz,문치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,문치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,문치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxNzAyIzExIyQxIyQ3IyQwMyQzNjE4MzIjODEjJDEjJDIjJDgz,문치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz,문화여성병원,24,제왕절개후자연분만병원
JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,물맑은비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,물방울치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQzIyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,뮤즈치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,미금치과의원,17,측두하악관절 자극요법
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,미남맑은내과의원,13,혈액투석
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz,미담치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQzNjEyMjIjNDEjJDEjJDQjJDgz,미담치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,미도치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,미드림치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzMxIyQxIyQzIyQ3MiQyNjE4MzIjNjEjJDEjJDQjJDgz,미드림치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQxIyQ3IyQ5MiQzNjEwMDIjNTEjJDEjJDIjJDgz,미드미치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQwMyQyNjE4MzIjNjEjJDEjJDgjJDgz,미듬내과의원,13,혈액투석
JDQ4MTAxMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,미듬치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNjEjJDEjJDgjJDgz,미라클성모비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNjEjJDEjJDQjJDgz,미라클의원,14,체외충격파쇄석술
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQyIyQ1IyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,미라클치과의원,17,측두하악관절 자극요법
JDQ4MTAxMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQ2MiQyNjE0ODEjODEjJDEjJDIjJDgz,미래도담치과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,미래로21병원,13,혈액투석
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,미래로21병원,03,응급의료병원
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,미래로21병원,71,정맥류수술
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,미래로21병원,04,성인·소아 중환자실
JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,미래로21치과의원,17,측두하악관절 자극요법
JDQ4MTAxMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,미래로치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ5IyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,미래미소치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNjEjJDEjJDAjJDgz,미래병원,12,알코올질환입원치료병원
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,미래병원,12,알코올질환입원치료병원
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz,미래소아청소년과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz,미래신경정신과의원,12,알코올질환입원치료병원
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz,미래아동병원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjE4MzIjNjEjJDEjJDAjJDgz,미래아동병원,99,소아야간진료(20시 이후)
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,미래아이앤지조병수의원,13,혈액투석
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjNjEjJDEjJDAjJDgz,미래아이여성병원,24,제왕절개후자연분만병원
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,미래안산부인과의원,24,제왕절개후자연분만병원
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,미래여성병원,24,제왕절개후자연분만병원
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,미래여성병원,06,개방병원
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,미래연합비뇨기과의원,14,체외충격파쇄석술
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,미래연합의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ5OSQzNjE4MzIjNzEjJDEjJDgjJDgz,미래외과의원,71,정맥류수술
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,미래의원,71,정맥류수술
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQxIyQ4MiQyNjEwMDIjNzEjJDEjJDgjJDgz,미래이치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ1IyQwMyQyNjEwMDIjNzEjJDEjJDgjJDgz,미래치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQ3IyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz,미래치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNDEjJDEjJDQjJDgz,미래치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDAjJDgz,미래한국병원,71,정맥류수술
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,미래항맥외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,미래항맥외과의원,71,정맥류수술
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz,미래항외과의원,71,정맥류수술
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,미르아동병원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM3MSMkMSMkMCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,미르치과병원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM1MSMkMSMkMCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDQjJDgz,미르치과병원,17,측두하악관절 자극요법
JDQ4MTYyMiM2MSMkMSMkNiMkNjIkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,미르치과병원,17,측두하악관절 자극요법
JDQ4MTYyMiM3MSMkMSMkMCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,미르치과병원,17,측두하악관절 자극요법
JDQ4MTYyMiM4MSMkMSMkMCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNDEjJDEjJDQjJDgz,미르치과병원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,미림치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzMxIyQxIyQzIyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,미보치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzUxIyQxIyQxIyQ4MiQzNjEwMDIjNTEjJDEjJDYjJDgz,미사프라임치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz,미서울치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,미선부부치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzExIyQxIyQzIyQ5MiQzNjE4MzIjNDEjJDEjJDQjJDgz,미소가있는치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQyIyQxIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,미소가있어행복한연합치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,미소가정의원,08,가정간호실시병원
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQ5IyQxMyQyNjE0ODEjODEjJDEjJDIjJDgz,미소그린치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQ1IyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz,미소나눔치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzMxIyQxIyQ3IyQ3MiQyNjEyMjIjODEjJDEjJDYjJDgz,미소나눔치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,미소담치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz,미소드림치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQyIyQzIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,미소드림치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz,미소라인치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQxIyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,미소라인치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQxIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,미소랑치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQxIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,미소랑치과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDQjJDgz,미소를드림치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,미소마로치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQzNjEyMjIjNTEjJDEjJDYjJDgz,미소모아치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQxIyQ5OSQzNjE4MzIjODEjJDEjJDIjJDgz,미소미함치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMzUxIzUxIyQxIyQxIyQ5MiQyNjE4MzIjODEjJDEjJDIjJDgz,미소사랑치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQxIyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz,미소사랑치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjE0ODEjNzEjJDEjJDgjJDgz,미소아과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,미소아청소년과의원,99,소아야간진료(20시 이후)
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ5IyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,미소안치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQ1IyQxMyQzNjE0ODEjODEjJDEjJDIjJDgz,미소애치과의원,99,소아야간진료(20시 이후)
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDQjJDgz,미소야치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNTEjJDEjJDYjJDgz,미소윤치과의원,99,소아야간진료(20시 이후)
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQyIyQzIyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz,미소인치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxOTYxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,미소천사치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxOTYxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,미소천사치과의원,99,소아야간진료(20시 이후)
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,미소치과의원,99,소아야간진료(20시 이후)
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,미소치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMTkxIzUxIyQxIyQxIyQ4MiQyNjE0ODEjNzEjJDEjJDgjJDgz,미소치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjEwMDIjNTEjJDEjJDYjJDgz,미소치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjODEjJDEjJDYjJDgz,미소치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,미소치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,미소치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ5IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,미소치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQyIyQ1IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,미소치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM4MSMkMSMkOCMkNzIkMzgxMzUxIzExIyQxIyQ3IyQwMyQzNjEyMjIjODEjJDEjJDIjJDgz,미소하나치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNzEjJDEjJDgjJDgz,미심의료생활협동조합 강북중앙의원,13,혈액투석
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzUxIyQxIyQxIyQ5OSQzNjE4MzIjNjEjJDEjJDAjJDgz,미앤미치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjE4MzIjODEjJDEjJDIjJDgz,미앤미치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjE4MzIjNDEjJDEjJDQjJDgz,미앤이치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQyNjEyMjIjODEjJDEjJDIjJDgz,미주병원,12,알코올질환입원치료병원
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQyIyQ1IyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz,미주치과의원,17,측두하악관절 자극요법
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNDEjJDEjJDQjJDgz,미주치과의원,17,측두하악관절 자극요법
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,미즈메디병원,14,체외충격파쇄석술
